method: org.apache.fop.fo.properties.CommonBorderPaddingBackground.getPaddingBefore:957611773
368558 -> 368559
368560 -> 368561
368562 -> 368563
368559 -> 368564
368561 -> 368565
368563 -> 368566
368564 -> 368567
368565 -> 368568
368566 -> 368569
368567 -> 368570
368568 -> 368571
368569 -> 368572
368570 -> 368573
368571 -> 368574
368572 -> 368575
368573 -> 368576
368574 -> 368577
368575 -> 368578
368576 -> 368579
368577 -> 368580
368578 -> 368581
368576 -> 368582
