method: org.apache.fop.fonts.AbstractCodePointMapping.toString:696218870
439128 -> 439129
439130 -> 439131
439128 -> 439132
439129 -> 439133
439131 -> 439134
439132 -> 439135
439133 -> 439136
439134 -> 439137
439136 -> 439138
439137 -> 439139
439140 -> 439141
439138 -> 439142
439139 -> 439143
439141 -> 439144
439141 -> 439145
