method: org.apache.fop.render.afp.fonts.OutlineFont.getWidths:435571977
1801248 -> 1801249
1801250 -> 1801251
1801248 -> 1801252
1801249 -> 1801253
1801251 -> 1801254
1801252 -> 1801255
1801253 -> 1801256
1801254 -> 1801257
1801256 -> 1801258
1801257 -> 1801259
1801260 -> 1801261
1801258 -> 1801262
1801259 -> 1801263
1801261 -> 1801264
1801261 -> 1801265
