method: org.apache.fop.fonts.FontInfo.getFontTriplets:1471476682
786596 -> 786597
786598 -> 786599
786596 -> 786600
786597 -> 786601
786599 -> 786602
786600 -> 786603
786601 -> 786604
786602 -> 786605
786603 -> 786606
786604 -> 786607
786605 -> 786608
786607 -> 786609
786608 -> 786610
786611 -> 786612
786609 -> 786613
786610 -> 786614
786612 -> 786615
786612 -> 786616
