method: org.apache.fop.render.rtf.rtflib.rtfdoc.RtfTableCell.closeAll:63612682
2341640 -> 2341641
2341642 -> 2341643
2341641 -> 2341644
2341643 -> 2341645
2341644 -> 2341646
2341645 -> 2341647
2341646 -> 2341648
2341647 -> 2341649
2341648 -> 2341650
2341649 -> 2341651
2341650 -> 2341652
2341651 -> 2341653
2341652 -> 2341654
2341653 -> 2341655
2341652 -> 2341656
