method: org.apache.fop.svg.PDFDocumentGraphics2D.getFontInfo:219322159
2398324 -> 2398325
2398326 -> 2398327
2398324 -> 2398328
2398325 -> 2398329
2398327 -> 2398330
2398328 -> 2398331
2398329 -> 2398332
2398330 -> 2398333
2398331 -> 2398334
2398332 -> 2398335
2398333 -> 2398336
2398334 -> 2398337
2398334 -> 2398338
