method: org.apache.fop.render.rtf.FOPRtfAttributes.setTwips:1432128030
2232038 -> 2232039
2232040 -> 2232041
2232042 -> 2232043
2232039 -> 2232044
2232041 -> 2232045
2232043 -> 2232046
2232044 -> 2232047
2232045 -> 2232048
2232046 -> 2232049
2232047 -> 2232050
2232048 -> 2232051
2232049 -> 2232052
2232050 -> 2232053
2232051 -> 2232054
2232052 -> 2232055
2232053 -> 2232056
2232054 -> 2232057
2232055 -> 2232058
2232056 -> 2232059
2232057 -> 2232060
2232058 -> 2232061
2232057 -> 2232062
