method: org.apache.fop.render.txt.TXTRenderer.clipRect:761563969
2369146 -> 2369147
2369148 -> 2369149
2369147 -> 2369150
2369149 -> 2369151
2369150 -> 2369152
2369151 -> 2369153
2369152 -> 2369154
2369153 -> 2369155
2369154 -> 2369156
2369155 -> 2369157
2369156 -> 2369158
2369157 -> 2369159
2369158 -> 2369160
2369159 -> 2369161
2369158 -> 2369162
