method: org.apache.fop.layoutmgr.BlockStackingLayoutManager.setCurrentArea:1248652905
1060319 -> 1060320
1060321 -> 1060322
1060323 -> 1060324
1060320 -> 1060325
1060322 -> 1060326
1060324 -> 1060327
1060325 -> 1060328
1060326 -> 1060329
1060327 -> 1060330
1060328 -> 1060331
1060329 -> 1060332
1060330 -> 1060333
1060331 -> 1060334
1060332 -> 1060335
1060333 -> 1060336
1060331 -> 1060337
