method: org.apache.fop.layoutmgr.inline.LeafNodeLayoutManager.addChildArea:1740272949
1216523 -> 1216524
1216525 -> 1216526
1216527 -> 1216528
1216524 -> 1216529
1216526 -> 1216530
1216528 -> 1216531
1216529 -> 1216532
1216530 -> 1216533
1216531 -> 1216534
1216532 -> 1216535
1216533 -> 1216536
1216534 -> 1216537
1216532 -> 1216538
