method: org.apache.fop.fo.extensions.ExternalDocument.getInlineProgressionDimension:463111040
177964 -> 177965
177966 -> 177967
177964 -> 177968
177965 -> 177969
177967 -> 177970
177968 -> 177971
177969 -> 177972
177970 -> 177973
177971 -> 177974
177972 -> 177975
177973 -> 177976
177974 -> 177977
177974 -> 177978
