method: org.apache.fop.svg.PDFGraphicsConfiguration.getNormalizingTransform:235622261
2462493 -> 2462494
2462495 -> 2462496
2462493 -> 2462497
2462494 -> 2462498
2462496 -> 2462499
2462497 -> 2462500
2462498 -> 2462501
2462499 -> 2462502
2462501 -> 2462503
2462502 -> 2462504
2462505 -> 2462506
2462503 -> 2462507
2462504 -> 2462508
2462506 -> 2462509
2462506 -> 2462510
