method: org.apache.fop.render.pdf.PDFRenderer.closePath:1636131931
2055724 -> 2055725
2055726 -> 2055727
2055724 -> 2055728
2055725 -> 2055729
2055727 -> 2055730
2055728 -> 2055731
2055729 -> 2055732
2055730 -> 2055733
2055731 -> 2055734
2055732 -> 2055735
2055733 -> 2055736
2055734 -> 2055737
2055735 -> 2055738
2055736 -> 2055739
2055737 -> 2055740
2055735 -> 2055741
