method: org.apache.fop.render.txt.TXTRenderer.toMilli:2053778485
2369621 -> 2369622
2369623 -> 2369624
2369622 -> 2369625
2369624 -> 2369626
2369625 -> 2369627
2369626 -> 2369628
2369627 -> 2369629
2369628 -> 2369630
2369629 -> 2369631
2369630 -> 2369632
2369631 -> 2369633
2369632 -> 2369634
2369633 -> 2369635
2369634 -> 2369636
2369633 -> 2369637
