method: org.apache.fop.layoutmgr.BreakingAlgorithm$BestRecords.getAvailableStretch:201085721
1105487 -> 1105488
1105489 -> 1105490
1105487 -> 1105491
1105488 -> 1105492
1105490 -> 1105493
1105491 -> 1105494
1105492 -> 1105495
1105493 -> 1105496
1105494 -> 1105497
1105495 -> 1105498
1105496 -> 1105499
1105497 -> 1105500
1105498 -> 1105501
1105499 -> 1105502
1105500 -> 1105503
1105501 -> 1105504
1105502 -> 1105505
1105503 -> 1105506
1105501 -> 1105507
