method: org.apache.fop.fo.flow.Block.getWidows:1661307633
187964 -> 187965
187966 -> 187967
187964 -> 187968
187965 -> 187969
187967 -> 187970
187968 -> 187971
187969 -> 187972
187970 -> 187973
187971 -> 187974
187972 -> 187975
187973 -> 187976
187974 -> 187977
187975 -> 187978
187976 -> 187979
187977 -> 187980
187978 -> 187981
187979 -> 187982
187980 -> 187983
187978 -> 187984
