method: org.apache.fop.layoutmgr.inline.CharacterLayoutManager.<init>:1077569730
1152074 -> 1152075
1152076 -> 1152077
1152078 -> 1152079
1152075 -> 1152080
1152077 -> 1152081
1152079 -> 1152082
1152080 -> 1152083
1152081 -> 1152084
1152082 -> 1152085
1152083 -> 1152086
1152084 -> 1152087
1152085 -> 1152088
1152086 -> 1152089
1152087 -> 1152090
1152088 -> 1152091
1152089 -> 1152092
1152090 -> 1152093
1152091 -> 1152094
1152092 -> 1152095
1152093 -> 1152096
1152094 -> 1152097
1152092 -> 1152098
