method: org.apache.fop.fonts.type1.AFMParser$WritingDirDoubleSetter.<init>:1013487193
891769 -> 891770
891771 -> 891772
891773 -> 891774
891770 -> 891775
891772 -> 891776
891774 -> 891777
891775 -> 891778
891776 -> 891779
891777 -> 891780
891778 -> 891781
891779 -> 891782
891780 -> 891783
891781 -> 891784
891782 -> 891785
891783 -> 891786
891781 -> 891787
