method: org.apache.fop.fo.expr.PropertyTokenizer.isDigit:496747571
173917 -> 173918
173917 -> 173919
173918 -> 173920
173919 -> 173921
173920 -> 173922
173921 -> 173923
173922 -> 173924
173923 -> 173925
173924 -> 173926
173925 -> 173927
173926 -> 173928
173927 -> 173929
173926 -> 173930
173927 -> 173931
173930 -> 173932
173931 -> 173933
173932 -> 173934
173933 -> 173935
173928 -> 173934
173929 -> 173935
173934 -> 173936
173935 -> 173937
173934 -> 173938
