method: org.apache.fop.fo.properties.SpaceProperty$Maker.makeNewProperty:1655034699
418530 -> 418531
418532 -> 418533
418530 -> 418534
418531 -> 418535
418533 -> 418536
418534 -> 418537
418535 -> 418538
418536 -> 418539
418538 -> 418540
418539 -> 418541
418542 -> 418543
418540 -> 418544
418541 -> 418545
418543 -> 418546
418543 -> 418547
