method: org.apache.fop.render.afp.fonts.FopCharacterSet.mapChar:1197736638
1800892 -> 1800893
1800894 -> 1800895
1800892 -> 1800896
1800893 -> 1800897
1800895 -> 1800898
1800896 -> 1800899
1800897 -> 1800900
1800898 -> 1800901
1800899 -> 1800902
1800900 -> 1800903
1800901 -> 1800904
1800902 -> 1800905
1800903 -> 1800906
1800904 -> 1800907
1800905 -> 1800908
1800906 -> 1800909
1800907 -> 1800910
1800908 -> 1800911
1800909 -> 1800912
1800910 -> 1800913
1800911 -> 1800914
1800909 -> 1800915
