method: org.apache.fop.hyphenation.HyphenationException.<init>:1255880062
921476 -> 921477
921478 -> 921479
921480 -> 921481
921477 -> 921482
921479 -> 921483
921481 -> 921484
921482 -> 921485
921483 -> 921486
921484 -> 921487
921485 -> 921488
921486 -> 921489
921487 -> 921490
921488 -> 921491
921489 -> 921492
921490 -> 921493
921488 -> 921494
