method: org.apache.fop.area.inline.InlineArea.setAdjustingInfo:1258090036
84762 -> 84763
84764 -> 84765
84762 -> 84766
84763 -> 84767
84765 -> 84768
84766 -> 84769
84767 -> 84770
84768 -> 84771
84769 -> 84772
84770 -> 84773
84771 -> 84774
84772 -> 84775
84773 -> 84776
84774 -> 84777
84775 -> 84778
84776 -> 84779
84777 -> 84780
84779 -> 84781
84780 -> 84782
84783 -> 84784
84781 -> 84785
84782 -> 84786
84784 -> 84787
84785 -> 84788
84786 -> 84789
84787 -> 84790
84785 -> 84791
