method: org.apache.fop.fo.flow.Block.getCommonBorderPaddingBackground:493156674
187816 -> 187817
187818 -> 187819
187816 -> 187820
187817 -> 187821
187819 -> 187822
187820 -> 187823
187821 -> 187824
187822 -> 187825
187823 -> 187826
187824 -> 187827
187825 -> 187828
187826 -> 187829
187826 -> 187830
