method: org.apache.fop.fonts.base14.CourierOblique.getEmbedFontName:409200879
486700 -> 486701
486702 -> 486703
486700 -> 486704
486701 -> 486705
486703 -> 486706
486704 -> 486707
486705 -> 486708
486706 -> 486709
486708 -> 486710
486709 -> 486711
486712 -> 486713
486710 -> 486714
486711 -> 486715
486713 -> 486716
486713 -> 486717
