method: org.apache.fop.svg.PDFAElementBridge.setCurrentTransform:295015796
2394071 -> 2394072
2394073 -> 2394074
2394075 -> 2394076
2394072 -> 2394077
2394074 -> 2394078
2394076 -> 2394079
2394077 -> 2394080
2394078 -> 2394081
2394079 -> 2394082
2394080 -> 2394083
2394081 -> 2394084
2394082 -> 2394085
2394083 -> 2394086
2394084 -> 2394087
2394085 -> 2394088
2394083 -> 2394089
