method: org.apache.fop.layoutmgr.table.TableCellLayoutManager.adjustXOffset:866346202
1487667 -> 1487668
1487669 -> 1487670
1487668 -> 1487671
1487670 -> 1487672
1487671 -> 1487673
1487672 -> 1487674
1487673 -> 1487675
1487674 -> 1487676
1487675 -> 1487677
1487676 -> 1487678
1487677 -> 1487679
1487678 -> 1487680
1487679 -> 1487681
1487680 -> 1487682
1487681 -> 1487683
1487682 -> 1487684
1487681 -> 1487685
