method: org.apache.fop.render.afp.fonts.OutlineFont.mapChar:2033948463
1801266 -> 1801267
1801268 -> 1801269
1801266 -> 1801270
1801267 -> 1801271
1801269 -> 1801272
1801270 -> 1801273
1801271 -> 1801274
1801272 -> 1801275
1801273 -> 1801276
1801274 -> 1801277
1801275 -> 1801278
1801276 -> 1801279
1801277 -> 1801280
1801278 -> 1801281
1801279 -> 1801282
1801280 -> 1801283
1801281 -> 1801284
1801282 -> 1801285
1801283 -> 1801286
1801284 -> 1801287
1801285 -> 1801288
1801283 -> 1801289
