method: org.apache.fop.render.rtf.rtflib.rtfdoc.RtfFontManager.init:2102789956
2320138 -> 2320139
2320140 -> 2320141
2320139 -> 2320142
2320141 -> 2320143
2320142 -> 2320144
2320143 -> 2320145
2320144 -> 2320146
2320145 -> 2320147
2320146 -> 2320148
2320147 -> 2320149
2320148 -> 2320150
2320149 -> 2320151
2320148 -> 2320152
