method: org.apache.fop.svg.PDFTextPainter.<init>:547548324
2467266 -> 2467267
2467268 -> 2467269
2467270 -> 2467271
2467267 -> 2467272
2467269 -> 2467273
2467271 -> 2467274
2467272 -> 2467275
2467273 -> 2467276
2467274 -> 2467277
2467275 -> 2467278
2467276 -> 2467279
2467277 -> 2467280
2467278 -> 2467281
2467279 -> 2467282
2467280 -> 2467283
2467281 -> 2467284
2467282 -> 2467285
2467283 -> 2467286
2467284 -> 2467287
2467285 -> 2467288
2467286 -> 2467289
2467284 -> 2467290
