method: org.apache.fop.layoutmgr.inline.LeafNodeLayoutManager.getParentArea:40181703
1216539 -> 1216540
1216541 -> 1216542
1216543 -> 1216544
1216540 -> 1216545
1216542 -> 1216546
1216544 -> 1216547
1216545 -> 1216548
1216546 -> 1216549
1216547 -> 1216550
1216548 -> 1216551
1216549 -> 1216552
1216550 -> 1216553
1216548 -> 1216554
