method: org.apache.fop.layoutmgr.inline.InlineStackingLayoutManager.clearPrevIPD:389199735
1197272 -> 1197273
1197274 -> 1197275
1197272 -> 1197276
1197273 -> 1197277
1197275 -> 1197278
1197276 -> 1197279
1197277 -> 1197280
1197278 -> 1197281
1197279 -> 1197282
1197280 -> 1197283
1197281 -> 1197284
1197282 -> 1197285
1197283 -> 1197286
1197284 -> 1197287
1197285 -> 1197288
1197283 -> 1197289
