method: org.apache.fop.layoutmgr.inline.FootnoteLayoutManager.<init>:1497972659
1163860 -> 1163861
1163862 -> 1163863
1163864 -> 1163865
1163861 -> 1163866
1163863 -> 1163867
1163865 -> 1163868
1163866 -> 1163869
1163867 -> 1163870
1163868 -> 1163871
1163869 -> 1163872
1163870 -> 1163873
1163871 -> 1163874
1163872 -> 1163875
1163873 -> 1163876
1163874 -> 1163877
1163875 -> 1163878
1163876 -> 1163879
1163877 -> 1163880
1163875 -> 1163881
