method: org.apache.fop.layoutmgr.inline.InlineStackingLayoutManager$StackingIter.<init>:1417585372
1196976 -> 1196977
1196978 -> 1196979
1196980 -> 1196981
1196977 -> 1196982
1196979 -> 1196983
1196981 -> 1196984
1196982 -> 1196985
1196983 -> 1196986
1196984 -> 1196987
1196985 -> 1196988
1196986 -> 1196989
1196987 -> 1196990
1196988 -> 1196991
1196989 -> 1196992
1196990 -> 1196993
1196988 -> 1196994
