method: org.apache.fop.render.pcl.PCLGenerator.enterHPGL2Mode:1956519296
1935835 -> 1935836
1935837 -> 1935838
1935836 -> 1935839
1935838 -> 1935840
1935839 -> 1935841
1935840 -> 1935842
1935841 -> 1935843
1935842 -> 1935844
1935841 -> 1935845
1935842 -> 1935846
1935845 -> 1935847
1935846 -> 1935848
1935847 -> 1935849
1935848 -> 1935850
1935843 -> 1935849
1935844 -> 1935850
1935849 -> 1935851
1935850 -> 1935852
1935849 -> 1935853
