method: org.apache.fop.layoutmgr.BlockContainerLayoutManager.resetSpaces:1868306907
1011638 -> 1011639
1011640 -> 1011641
1011639 -> 1011642
1011641 -> 1011643
1011642 -> 1011644
1011643 -> 1011645
1011644 -> 1011646
1011645 -> 1011647
1011646 -> 1011648
1011647 -> 1011649
1011648 -> 1011650
1011649 -> 1011651
1011650 -> 1011652
1011651 -> 1011653
1011652 -> 1011654
1011653 -> 1011655
1011654 -> 1011656
1011655 -> 1011657
1011654 -> 1011658
