method: org.apache.fop.area.MainReference.getColumnGap:6080465
91106 -> 91107
91108 -> 91109
91106 -> 91110
91107 -> 91111
91109 -> 91112
91110 -> 91113
91111 -> 91114
91112 -> 91115
91113 -> 91116
91114 -> 91117
91115 -> 91118
91116 -> 91119
91117 -> 91120
91118 -> 91121
91119 -> 91122
91120 -> 91123
91121 -> 91124
91122 -> 91125
91120 -> 91126
