method: org.apache.fop.fo.PropertyList.getMarginInlineProps:35026551
429239 -> 429240
429241 -> 429242
429239 -> 429243
429240 -> 429244
429242 -> 429245
429243 -> 429246
429244 -> 429247
429245 -> 429248
429247 -> 429249
429248 -> 429250
429251 -> 429252
429249 -> 429253
429250 -> 429254
429252 -> 429255
429252 -> 429256
