method: org.apache.fop.fo.flow.table.SeparateBorderResolver.startPart:790290089
227359 -> 227360
227361 -> 227362
227363 -> 227364
227360 -> 227365
227362 -> 227366
227364 -> 227367
227365 -> 227368
227366 -> 227369
227367 -> 227370
227368 -> 227371
227369 -> 227372
227370 -> 227373
227368 -> 227374
