method: org.apache.fop.fo.flow.table.TableCell.startsRow:497185885
235541 -> 235542
235543 -> 235544
235542 -> 235545
235544 -> 235546
235545 -> 235547
235546 -> 235548
235547 -> 235549
235548 -> 235550
235547 -> 235551
235548 -> 235552
235551 -> 235553
235552 -> 235554
235553 -> 235555
235554 -> 235556
235549 -> 235555
235550 -> 235556
235555 -> 235557
235556 -> 235558
235555 -> 235559
