method: org.apache.fop.layoutmgr.BreakingAlgorithm$BestRecords.getAvailableShrink:1516423931
1105466 -> 1105467
1105468 -> 1105469
1105466 -> 1105470
1105467 -> 1105471
1105469 -> 1105472
1105470 -> 1105473
1105471 -> 1105474
1105472 -> 1105475
1105473 -> 1105476
1105474 -> 1105477
1105475 -> 1105478
1105476 -> 1105479
1105477 -> 1105480
1105478 -> 1105481
1105479 -> 1105482
1105480 -> 1105483
1105481 -> 1105484
1105482 -> 1105485
1105480 -> 1105486
