method: org.apache.fop.image.loader.batik.BatikUtil.isBatikAvailable:1636508443
960035 -> 960036
960035 -> 960037
960035 -> 960038
960036 -> 960039
960037 -> 960040
960038 -> 960041
960039 -> 960042
960040 -> 960043
960041 -> 960044
960042 -> 960045
960043 -> 960046
960044 -> 960047
960042 -> 960048
960049 -> 960050
960051 -> 960052
960051 -> 960053
960050 -> 960045
960052 -> 960046
960053 -> 960047
960050 -> 960048
