method: org.apache.fop.svg.PDFTextUtil.getCurrentFont:1660800383
2478296 -> 2478297
2478298 -> 2478299
2478296 -> 2478300
2478297 -> 2478301
2478299 -> 2478302
2478300 -> 2478303
2478301 -> 2478304
2478302 -> 2478305
2478303 -> 2478306
2478304 -> 2478307
2478305 -> 2478308
2478306 -> 2478309
2478306 -> 2478310
