method: org.apache.fop.layoutmgr.inline.PageNumberLayoutManager.<init>:861328478
1267784 -> 1267785
1267786 -> 1267787
1267788 -> 1267789
1267785 -> 1267790
1267787 -> 1267791
1267789 -> 1267792
1267790 -> 1267793
1267791 -> 1267794
1267792 -> 1267795
1267793 -> 1267796
1267794 -> 1267797
1267795 -> 1267798
1267796 -> 1267799
1267797 -> 1267800
1267798 -> 1267801
1267799 -> 1267802
1267800 -> 1267803
1267801 -> 1267804
1267799 -> 1267805
