method: org.apache.fop.fo.PropertyList.getHyphenationProps:1835271463
429203 -> 429204
429205 -> 429206
429203 -> 429207
429204 -> 429208
429206 -> 429209
429207 -> 429210
429208 -> 429211
429209 -> 429212
429211 -> 429213
429212 -> 429214
429215 -> 429216
429213 -> 429217
429214 -> 429218
429216 -> 429219
429216 -> 429220
