method: org.apache.fop.fonts.FontReader.setKerningEnabled:1892509313
789770 -> 789771
789772 -> 789773
789770 -> 789774
789771 -> 789775
789773 -> 789776
789774 -> 789777
789775 -> 789778
789776 -> 789779
789777 -> 789780
789778 -> 789781
789779 -> 789782
789780 -> 789783
789781 -> 789784
789782 -> 789785
789783 -> 789786
789784 -> 789787
789785 -> 789788
789786 -> 789789
789784 -> 789790
