method: org.apache.fop.fonts.type1.AFMFile.setWeight:1087352930
884786 -> 884787
884788 -> 884789
884790 -> 884791
884787 -> 884792
884789 -> 884793
884791 -> 884794
884792 -> 884795
884793 -> 884796
884794 -> 884797
884795 -> 884798
884796 -> 884799
884797 -> 884800
884798 -> 884801
884799 -> 884802
884800 -> 884803
884798 -> 884804
