method: org.apache.fop.layoutmgr.inline.InlineStackingLayoutManager.getContext:652896803
1197365 -> 1197366
1197367 -> 1197368
1197365 -> 1197369
1197366 -> 1197370
1197368 -> 1197371
1197369 -> 1197372
1197370 -> 1197373
1197371 -> 1197374
1197372 -> 1197375
1197373 -> 1197376
1197374 -> 1197377
1197375 -> 1197378
1197375 -> 1197379
