method: org.apache.fop.fonts.truetype.TTFSubSetFile.getCheckSum:943550591
883954 -> 883955
883956 -> 883957
883955 -> 883958
883957 -> 883959
883958 -> 883960
883959 -> 883961
883960 -> 883962
883961 -> 883963
883962 -> 883964
883963 -> 883965
883964 -> 883966
883965 -> 883967
883966 -> 883968
883967 -> 883969
883968 -> 883970
883969 -> 883971
883968 -> 883972
