method: org.apache.fop.layoutmgr.inline.TextLayoutManager.isSpace:1244044397
1283337 -> 1283338
1283338 -> 1283339
1283339 -> 1283340
1283339 -> 1283341
1283341 -> 1283342
1283342 -> 1283343
1283343 -> 1283340
1283343 -> 1283344
1283344 -> 1283345
1283345 -> 1283346
1283346 -> 1283347
1283346 -> 1283340
1283340 -> 1283348
1283348 -> 1283349
1283347 -> 1283349
1283349 -> 1283350
1283349 -> 1283351
