method: org.apache.fop.fonts.type1.AFMWritingDirectionMetrics.getUnderlinePosition:288465286
897322 -> 897323
897324 -> 897325
897322 -> 897326
897323 -> 897327
897325 -> 897328
897326 -> 897329
897327 -> 897330
897328 -> 897331
897329 -> 897332
897330 -> 897333
897331 -> 897334
897332 -> 897335
897332 -> 897336
