method: org.apache.fop.layoutmgr.inline.ContentLayoutManager.getChangedKnuthElements:1783268835
1163508 -> 1163509
1163510 -> 1163511
1163512 -> 1163513
1163509 -> 1163514
1163511 -> 1163515
1163513 -> 1163516
1163514 -> 1163517
1163515 -> 1163518
1163516 -> 1163519
1163517 -> 1163520
1163518 -> 1163521
1163519 -> 1163522
1163520 -> 1163523
1163521 -> 1163524
1163522 -> 1163525
1163520 -> 1163526
