method: org.apache.fop.fo.properties.FontStretchPropertyMaker.<init>:1346956768
393716 -> 393717
393718 -> 393719
393717 -> 393720
393719 -> 393721
393720 -> 393722
393721 -> 393723
393722 -> 393724
393723 -> 393725
393724 -> 393726
393725 -> 393727
393726 -> 393728
393727 -> 393729
393726 -> 393730
