method: org.apache.fop.fonts.LazyFont.hasKerningInfo:1974386848
821801 -> 821802
821803 -> 821804
821801 -> 821805
821802 -> 821806
821804 -> 821807
821805 -> 821808
821806 -> 821809
821807 -> 821810
821808 -> 821811
821809 -> 821812
821810 -> 821813
821811 -> 821814
821812 -> 821815
821813 -> 821816
821814 -> 821817
821815 -> 821818
821816 -> 821819
821817 -> 821820
821818 -> 821821
821819 -> 821822
821820 -> 821823
821818 -> 821824
