method: org.apache.fop.area.AreaTreeParser$Handler$MainReferenceMaker.<init>:1295057883
38748 -> 38749
38750 -> 38751
38752 -> 38753
38754 -> 38755
38749 -> 38756
38751 -> 38757
38753 -> 38758
38755 -> 38759
38756 -> 38760
38757 -> 38761
38758 -> 38762
38759 -> 38763
38760 -> 38764
38761 -> 38765
38762 -> 38766
38763 -> 38767
38764 -> 38768
38765 -> 38769
38766 -> 38770
38767 -> 38771
38768 -> 38772
38769 -> 38773
38770 -> 38774
38771 -> 38775
38768 -> 38776
