method: org.apache.fop.svg.SVGUtilities.createG:1315620150
2491074 -> 2491075
2491076 -> 2491077
2491074 -> 2491078
2491075 -> 2491079
2491077 -> 2491080
2491078 -> 2491081
2491079 -> 2491082
2491080 -> 2491083
2491082 -> 2491084
2491083 -> 2491085
2491086 -> 2491087
2491084 -> 2491088
2491085 -> 2491089
2491087 -> 2491090
2491087 -> 2491091
