method: org.apache.fop.fonts.type1.PFBParser.swapInteger:1195071939
898312 -> 898313
898313 -> 898314
898314 -> 898315
898315 -> 898316
898316 -> 898317
898317 -> 898318
898318 -> 898319
898319 -> 898320
898320 -> 898321
898321 -> 898322
898322 -> 898323
898323 -> 898324
898324 -> 898325
898325 -> 898326
898326 -> 898327
898327 -> 898328
898328 -> 898329
898329 -> 898330
898329 -> 898331
