method: org.apache.fop.fonts.type1.AFMParser$FontBBox.<init>:1963402973
890051 -> 890052
890053 -> 890054
890055 -> 890056
890052 -> 890057
890054 -> 890058
890056 -> 890059
890057 -> 890060
890058 -> 890061
890059 -> 890062
890060 -> 890063
890061 -> 890064
890062 -> 890065
890063 -> 890066
890064 -> 890067
890065 -> 890068
890063 -> 890069
