method: org.apache.fop.hyphenation.Hyphenator$1.<init>:1605429724
937795 -> 937796
937797 -> 937798
937799 -> 937800
937796 -> 937801
937798 -> 937802
937800 -> 937803
937801 -> 937804
937802 -> 937805
937803 -> 937806
937804 -> 937807
937805 -> 937808
937806 -> 937809
937807 -> 937810
937808 -> 937811
937809 -> 937812
937810 -> 937813
937811 -> 937814
937812 -> 937815
937810 -> 937816
