method: org.apache.fop.render.afp.modca.ActiveEnvironmentGroup.getPresentationTextDataDescriptor:920050842
1808250 -> 1808251
1808252 -> 1808253
1808250 -> 1808254
1808251 -> 1808255
1808253 -> 1808256
1808254 -> 1808257
1808255 -> 1808258
1808256 -> 1808259
1808257 -> 1808260
1808258 -> 1808261
1808259 -> 1808262
1808260 -> 1808263
1808260 -> 1808264
