method: org.apache.fop.fo.extensions.svg.SVGElement$1.getViewportWidth:1163354858
178876 -> 178877
178878 -> 178879
178876 -> 178880
178877 -> 178881
178879 -> 178882
178880 -> 178883
178881 -> 178884
178882 -> 178885
178883 -> 178886
178884 -> 178887
178885 -> 178888
178886 -> 178889
178887 -> 178890
178888 -> 178891
178889 -> 178892
178890 -> 178893
178891 -> 178894
178892 -> 178895
178893 -> 178896
178894 -> 178897
178895 -> 178898
178893 -> 178899
