method: org.apache.fop.fo.properties.CommonFont$CachedCommonFont.access$300:2037993809
370906 -> 370907
370908 -> 370909
370906 -> 370910
370907 -> 370911
370909 -> 370912
370910 -> 370913
370911 -> 370914
370912 -> 370915
370913 -> 370916
370914 -> 370917
370915 -> 370918
370916 -> 370919
370916 -> 370920
