method: org.apache.fop.area.AreaTreeParser$Handler$CharMaker.<init>:733412949
32978 -> 32979
32980 -> 32981
32982 -> 32983
32984 -> 32985
32979 -> 32986
32981 -> 32987
32983 -> 32988
32985 -> 32989
32986 -> 32990
32987 -> 32991
32988 -> 32992
32989 -> 32993
32990 -> 32994
32991 -> 32995
32992 -> 32996
32993 -> 32997
32994 -> 32998
32995 -> 32999
32996 -> 33000
32997 -> 33001
32998 -> 33002
32999 -> 33003
33000 -> 33004
33001 -> 33005
32998 -> 33006
