method: org.apache.fop.fo.pagination.Region.getReferenceOrientation:1265632340
350434 -> 350435
350436 -> 350437
350434 -> 350438
350435 -> 350439
350437 -> 350440
350438 -> 350441
350439 -> 350442
350440 -> 350443
350441 -> 350444
350442 -> 350445
350443 -> 350446
350444 -> 350447
350445 -> 350448
350446 -> 350449
350447 -> 350450
350448 -> 350451
350449 -> 350452
350450 -> 350453
350448 -> 350454
